sample_uid,Year_start,site_uid,Year_end
S154-HAKpf-1,2016,Kombewa,2016
S155-HAKpf-1,2010,Malindi,2010
S156-HAKpf-1,2012,Malindi,2012
S158-HAKpf-1,2012,Malindi,2012
S159-HAKpf-1,2019,Kisii,2019
S160-HAKpf-1,2012,Malindi,2012
S161-HAKpf-1,2012,Malindi,2012
S162-HAKpf-1,2019,Kisumu,2019
S163-HAKpf-1,2012,Malindi,2012
S165-HAKpf-1,2019,Kisii,2019
S166-HAKpf-1,2019,Kisii,2019
S167-HAKpf-1,2019,Kisii,2019
S170-HAKpf-1,2019,Kisii,2019
S171-HAKpf-1,2019,Kisii,2019
S172-HAKpf-1,2019,Kisii,2019
S173-HAKpf-1,2019,Malindi,2019
S175-HAKpf-1,2019,Malindi,2019
S176-HAKpf-1,2019,Malindi,2019
S179-HAKpf-1,2018,Kombewa,2018
S180-HAKpf-1,2018,Kombewa,2018
S184-HAKpf-1,2018,Kombewa,2018
S185-HAKpf-1,2018,Kombewa,2018
S186-HAKpf-1,2019,Kombewa,2019
S187-HAKpf-1,2019,Kombewa,2019
S188-HAKpf-1,2019,Kombewa,2019
S189-HAKpf-1,2019,Kombewa,2019
S191-HAKpf-1,2019,Kombewa,2019
S192-HAKpf-1,2019,Kombewa,2019
S197-HAKpf-1,2019,Kombewa,2019
S198-HAKpf-1,2019,Kombewa,2019
S199-HAKpf-1,2019,Kombewa,2019
S200-HAKpf-1,2019,Kombewa,2019
S203-HAKpf-1,2014,Kisii,2014
S205-HAKpf-1,2014,Kisii,2014
S206-HAKpf-1,2014,Kisii,2014
S208-HAKpf-1,2016,Kisii,2016
S209-HAKpf-1,2019,Kisumu,2019
S210-HAKpf-1,2018,Kisumu,2018
S212-HAKpf-1,2018,Kisumu,2018
S213-HAKpf-1,2019,Kombewa,2019
S215-HAKpf-1,PRE-ACT,Kisumu,PRE-ACT
S216-HAKpf-1,PRE-ACT,Kisumu,PRE-ACT
S218-HAKpf-1,PRE-ACT,Kisumu,PRE-ACT
S219-HAKpf-1,PRE-ACT,Kisumu,PRE-ACT
S220-HAKpf-1,PRE-ACT,Kisumu,PRE-ACT
S221-HAKpf-1,PRE-ACT,Kisumu,PRE-ACT
S222-HAKpf-1,PRE-ACT,Kisumu,PRE-ACT
S223-HAKpf-1,PRE-ACT,Kisumu,PRE-ACT
S224-HAKpf-1,PRE-ACT,Kisumu,PRE-ACT
S225-HAKpf-1,PRE-ACT,Kisumu,PRE-ACT
S226-HAKpf-1,2010,Kisumu,2010
S227-HAKpf-1,2008,Kisumu,2008
S230-HAKpf-1,2008,Kisumu,2008
S231-HAKpf-1,2008,Kisumu,2008
S234-HAKpf-1,2010,Kisumu,2010
S235-HAKpf-1,2010,Kisumu,2010
S237-HAKpf-1,2010,Kisumu,2010
S238-HAKpf-1,2016,Kisumu,2016
S239-HAKpf-1,2014,Kisumu,2014
S240-HAKpf-1,2014,Kisumu,2014
S241-HAKpf-1,2014,Kisumu,2014
S242-HAKpf-1,2015,Kisumu,2015
S243-HAKpf-1,2015,Kisumu,2015
S244-HAKpf-1,2015,Kisumu,2015
S245-HAKpf-1,2015,Kisumu,2015
S246-HAKpf-1,2015,Kisumu,2015
S247-HAKpf-1,2008,Kisii,2008
S248-HAKpf-1,2016,Kisumu,2016
S249-HAKpf-1,2008,Kisii,2008
S250-HAKpf-1,2008,Kisii,2008
S251-HAKpf-1,2008,Kisii,2008
S252-HAKpf-1,2008,Kisii,2008
S254-HAKpf-1,2008,Kisii,2008
S255-HAKpf-1,2008,Kisii,2008
S256-HAKpf-1,2008,Kisii,2008
S258-HAKpf-1,2008,Kisii,2008
S259-HAKpf-1,2008,Kisii,2008
S262-HAKpf-1,2010,Kisii,2010
S263-HAKpf-1,2010,Kisii,2010
S268-HAKpf-1,2012,Kisii,2012
S269-HAKpf-1,2014,Kisii,2014
S270-HAKpf-1,2016,Kisii,2016
S272-HAKpf-1,2016,Kisii,2016
S274-HAKpf-1,2010,Kisii,2010
S276-HAKpf-1,2018,Kisii,2018
S278-HAKpf-1,2016,Kisii,2016
S279-HAKpf-1,2010,Kisii,2010
S280-HAKpf-1,2014,Kisii,2014
S281-HAKpf-1,2008,Kisumu,2008
S283-HAKpf-1,2014,Kisumu,2014
S285-HAKpf-1,2010,Kisumu,2010
S287-HAKpf-1,2010,Kisii,2010
S289-HAKpf-1,2013,Kisii,2013
S290-HAKpf-1,2014,Kisii,2014
S291-HAKpf-1,2008,Kisumu,2008
S292-HAKpf-1,2019,Kisumu,2019
S293-HAKpf-1,2019,Kisumu,2019
S294-HAKpf-1,2019,Kisumu,2019
S295-HAKpf-1,2019,Kisumu,2019
S296-HAKpf-1,2013,Kombewa,2013
S299-HAKpf-1,2013,Kombewa,2013
S303-HAKpf-1,2013,Kombewa,2013
S304-HAKpf-1,2013,Kombewa,2013
S305-HAKpf-1,2013,Kombewa,2013
S306-HAKpf-1,2013,Kombewa,2013
S307-HAKpf-1,2013,Kombewa,2013
S308-HAKpf-1,2013,Kombewa,2013
S311-HAKpf-1,2013,Kombewa,2013
S312-HAKpf-1,2014,Kombewa,2014
S313-HAKpf-1,2014,Kombewa,2014
S314-HAKpf-1,2014,Kombewa,2014
S315-HAKpf-1,2014,Kombewa,2014
